"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF"
26,NA,"RL",110,14230,1,1,4,"Lvl","AllPub","Corner",3,"NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",640,4,3,"PConc",5,4,2,2,0,2,0,1566,1566,"GasA",5,2,"SBrkr",1600,0,0,1600,0,0,2,0,3,1,4,7,8,1,5,"Attchd",2007,3,3,890,4,4,3,0,56,0,0,0,0,1,1,"None",0,7,4,"WD","Normal",256300,3166
27,NA,"RL",60,7200,1,1,4,"Lvl","AllPub","Corner",3,"NAmes","Norm","Norm","1Fam","1Story",5,7,1951,2000,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",4,4,3,5,234,4,486,180,900,"GasA",3,2,"SBrkr",900,0,0,900,0,1,1,0,3,1,4,5,8,0,1,"Detchd",2005,2,2,576,4,4,3,222,32,0,0,0,0,1,1,"None",0,5,5,"WD","Normal",134800,1800
28,NA,"RL",98,11478,1,1,4,"Lvl","AllPub","Inside",3,"NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",200,4,3,"PConc",6,4,2,7,1218,2,0,486,1704,"GasA",5,2,"SBrkr",1704,0,0,1704,1,0,2,0,3,1,4,7,8,1,5,"Attchd",2008,3,3,772,4,4,3,0,50,0,0,0,0,1,1,"None",0,5,5,"WD","Normal",306000,3408
29,NA,"RL",47,16321,1,1,3,"Lvl","AllPub","CulDSac",3,"NAmes","Norm","Norm","1Fam","1Story",5,6,1957,1997,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",4,4,5,5,1277,2,0,207,1484,"GasA",3,2,"SBrkr",1600,0,0,1600,1,0,1,0,2,1,3,6,8,2,5,"Attchd",1957,3,1,319,4,4,3,288,258,0,0,0,0,1,1,"None",0,12,1,"WD","Normal",207500,3084
30,NA,"RM",60,6324,1,1,3,"Lvl","AllPub","Inside",3,"BrkSide","Feedr","RRNn","1Fam","1Story",4,6,1927,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"BrkTil",4,4,2,2,0,2,0,520,520,"GasA",2,1,"SBrkr",520,0,0,520,0,0,1,0,1,1,2,4,8,0,1,"Detchd",1920,2,1,240,3,4,3,49,0,87,0,0,0,1,1,"None",0,5,3,"WD","Normal",68500,1040
31,NA,"C (all)",50,8500,1,2,4,"Lvl","AllPub","Inside",3,"IDOTRR","Feedr","Norm","1Fam","2Story",4,4,1920,1950,"Gambrel","CompShg","BrkFace","BrkFace","None",0,3,2,"BrkTil",4,4,2,2,0,2,0,649,649,"GasA",3,1,"SBrkr",649,668,0,1317,0,0,1,0,3,1,3,6,8,0,1,"Detchd",1920,2,1,250,4,3,1,0,54,172,0,0,0,1,4,"None",0,7,3,"WD","Normal",40000,1966
32,NA,"RL",70,8544,1,1,3,"Lvl","AllPub","CulDSac",3,"Sawyer","Norm","Norm","1Fam","1Story",5,6,1966,2006,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"CBlock",4,4,2,2,0,2,0,1228,1228,"GasA",4,2,"SBrkr",1228,0,0,1228,0,0,1,1,3,1,4,6,8,0,1,"Attchd",1966,2,1,271,4,4,3,0,65,0,0,0,0,1,4,"None",0,6,3,"WD","Normal",149350,2456
33,NA,"RL",85,11049,1,1,4,"Lvl","AllPub","Corner",3,"CollgCr","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",6,4,4,2,0,2,0,1234,1234,"GasA",5,2,"SBrkr",1234,0,0,1234,0,0,2,0,3,1,4,7,8,0,1,"Attchd",2007,3,2,484,4,4,3,0,30,0,0,0,0,1,1,"None",0,1,3,"WD","Normal",179900,2468
34,NA,"RL",70,10552,1,1,3,"Lvl","AllPub","Inside",3,"NAmes","Norm","Norm","1Fam","1Story",5,5,1959,1959,"Hip","CompShg","BrkFace","BrkFace","None",0,3,3,"CBlock",4,4,2,4,1018,2,0,380,1398,"GasA",4,2,"SBrkr",1700,0,0,1700,0,1,1,1,4,1,4,6,8,1,5,"Attchd",1959,3,2,447,4,4,3,0,38,0,0,0,0,1,1,"None",0,4,5,"WD","Normal",165500,3098
35,NA,"RL",60,7313,1,1,4,"Lvl","AllPub","Inside",3,"NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2005,2005,"Hip","CompShg","MetalSd","MetalSd","BrkFace",246,5,3,"PConc",6,4,2,7,1153,2,0,408,1561,"GasA",5,2,"SBrkr",1561,0,0,1561,1,0,2,0,2,1,5,6,8,1,5,"Attchd",2005,4,2,556,4,4,3,203,47,0,0,0,0,1,1,"None",0,8,2,"WD","Normal",277500,3122
36,NA,"RL",108,13418,1,1,4,"Lvl","AllPub","Inside",3,"NridgHt","Norm","Norm","1Fam","2Story",8,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","Stone",132,4,3,"PConc",6,4,4,2,0,2,0,1117,1117,"GasA",5,2,"SBrkr",1132,1320,0,2452,0,0,3,1,4,1,4,9,8,1,5,"BuiltIn",2004,4,3,691,4,4,3,113,32,0,0,0,0,1,1,"None",0,9,1,"WD","Normal",309000,3569
37,NA,"RL",112,10859,1,1,4,"Lvl","AllPub","Corner",3,"CollgCr","Norm","Norm","1Fam","1Story",5,5,1994,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",5,4,2,2,0,2,0,1097,1097,"GasA",5,2,"SBrkr",1097,0,0,1097,0,0,1,1,3,1,3,6,8,0,1,"Attchd",1995,2,2,672,4,4,3,392,64,0,0,0,0,1,1,"None",0,6,4,"WD","Normal",145000,2194
38,NA,"RL",74,8532,1,1,4,"Lvl","AllPub","Inside",3,"NAmes","Norm","Norm","1Fam","1Story",5,6,1954,1990,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",650,3,3,"CBlock",4,4,2,4,1213,2,0,84,1297,"GasA",4,2,"SBrkr",1297,0,0,1297,0,1,1,0,3,1,3,5,8,1,4,"Attchd",1954,4,2,498,4,4,3,0,0,0,0,0,0,1,1,"None",0,10,4,"WD","Normal",153000,2594
39,NA,"RL",68,7922,1,1,4,"Lvl","AllPub","Inside",3,"NAmes","Norm","Norm","1Fam","1Story",5,7,1953,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,3,4,"CBlock",4,4,2,7,731,2,0,326,1057,"GasA",3,2,"SBrkr",1057,0,0,1057,1,0,1,0,3,1,4,5,8,0,1,"Detchd",1953,2,1,246,4,4,3,0,52,0,0,0,0,1,1,"None",0,1,5,"WD","Abnorml",109000,2114
40,NA,"RL",65,6040,1,1,4,"Lvl","AllPub","Inside",3,"Edwards","Norm","Norm","Duplex","1Story",4,5,1955,1955,"Gable","CompShg","AsbShng","Plywood","None",0,3,3,"PConc",1,1,1,1,0,1,0,0,0,"GasA",3,1,"FuseP",1152,0,0,1152,0,0,2,0,2,2,2,6,8,0,1,"None",0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,"None",0,6,3,"WD","AdjLand",82000,1152
41,NA,"RL",84,8658,1,1,4,"Lvl","AllPub","Inside",3,"NAmes","Norm","Norm","1Fam","1Story",6,5,1965,1965,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",101,3,3,"CBlock",4,4,2,4,643,2,0,445,1088,"GasA",5,2,"SBrkr",1324,0,0,1324,0,0,2,0,3,1,3,6,8,1,4,"Attchd",1965,3,2,440,4,4,3,0,138,0,0,0,0,1,3,"None",0,12,1,"WD","Abnorml",160000,2412
42,NA,"RL",115,16905,1,1,4,"Lvl","AllPub","Inside",3,"Timber","Norm","Norm","1Fam","1Story",5,6,1959,1959,"Gable","CompShg","VinylSd","VinylSd","None",0,3,4,"CBlock",4,4,5,5,967,2,0,383,1350,"GasA",4,2,"SBrkr",1328,0,0,1328,0,1,1,1,2,1,3,5,8,2,5,"Attchd",1959,3,1,308,4,4,2,0,104,0,0,0,0,1,1,"None",0,7,2,"WD","Normal",170000,2678
43,NA,"RL",74,9180,1,1,3,"Lvl","AllPub","CulDSac",3,"SawyerW","Norm","Norm","1Fam","SFoyer",5,7,1983,1983,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"CBlock",5,4,4,6,747,3,93,0,840,"GasA",4,2,"SBrkr",884,0,0,884,1,0,1,0,2,1,4,5,8,0,1,"Attchd",1983,3,2,504,4,5,3,240,0,0,0,0,0,1,4,"None",0,12,2,"WD","Normal",144000,1724
44,NA,"RL",65.5,9200,1,1,3,"Lvl","AllPub","CulDSac",3,"CollgCr","Norm","Norm","1Fam","1Story",5,6,1975,1980,"Hip","CompShg","VinylSd","VinylSd","None",0,3,3,"CBlock",5,4,4,3,280,5,491,167,938,"GasA",3,2,"SBrkr",938,0,0,938,1,0,1,0,3,1,3,5,8,0,1,"Detchd",1977,2,1,308,4,4,3,145,0,0,0,0,0,1,4,"None",0,7,3,"WD","Normal",130250,1876
45,NA,"RL",70,7945,1,1,4,"Lvl","AllPub","Inside",3,"NAmes","Norm","Norm","1Fam","1Story",5,6,1959,1959,"Gable","CompShg","BrkFace","Wd Sdng","None",0,3,3,"CBlock",4,4,2,6,179,5,506,465,1150,"GasA",5,2,"FuseA",1150,0,0,1150,1,0,1,0,3,1,3,6,8,0,1,"Attchd",1959,3,1,300,4,4,3,0,0,0,0,0,0,1,1,"None",0,5,1,"WD","Normal",141000,2300
46,NA,"RL",61,7658,1,1,4,"Lvl","AllPub","Inside",3,"NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2005,2005,"Hip","CompShg","MetalSd","MetalSd","BrkFace",412,5,3,"PConc",6,4,2,7,456,2,0,1296,1752,"GasA",5,2,"SBrkr",1752,0,0,1752,1,0,2,0,2,1,5,6,8,1,5,"Attchd",2005,3,2,576,4,4,3,196,82,0,0,0,0,1,1,"None",0,2,5,"WD","Normal",319900,3504
47,NA,"RL",48,12822,1,1,3,"Lvl","AllPub","CulDSac",3,"Mitchel","Norm","Norm","1Fam","1.5Fin",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",6,4,2,7,1351,2,0,83,1434,"GasA",5,2,"SBrkr",1518,631,0,2149,1,0,1,1,1,1,4,6,8,1,6,"Attchd",2003,3,2,670,4,4,3,168,43,0,0,198,0,1,1,"None",0,8,4,"WD","Abnorml",239686,3583
48,NA,"FV",84,11096,1,1,4,"Lvl","AllPub","Inside",3,"Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,4,4,7,24,2,0,1632,1656,"GasA",5,2,"SBrkr",1656,0,0,1656,0,0,2,0,3,1,4,7,8,0,1,"Attchd",2006,3,3,826,4,4,3,0,146,0,0,0,0,1,1,"None",0,7,2,"WD","Normal",249700,3312
49,NA,"RM",33,4456,1,1,4,"Lvl","AllPub","Inside",3,"OldTown","Norm","Norm","2fmCon","2Story",4,5,1920,2008,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"BrkTil",4,4,2,2,0,2,0,736,736,"GasA",4,2,"SBrkr",736,716,0,1452,0,0,2,0,2,3,3,8,8,0,1,"None",0,1,0,0,1,1,1,0,0,102,0,0,0,1,1,"None",0,6,4,"New","Partial",113000,2188
50,NA,"RL",66,7742,1,1,4,"Lvl","AllPub","Inside",3,"Sawyer","Norm","Norm","1Fam","1Story",5,7,1966,1966,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"CBlock",4,4,2,5,763,2,0,192,955,"GasA",5,2,"SBrkr",955,0,0,955,1,0,1,0,3,1,3,6,8,0,1,"Attchd",1966,2,1,386,4,4,3,0,0,0,0,0,0,1,4,"None",0,1,2,"WD","Normal",127000,1910
51,NA,"RL",65,13869,1,1,2,"Lvl","AllPub","Corner",3,"Gilbert","Norm","Norm","1Fam","2Story",6,6,1997,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",5,4,4,7,182,2,0,612,794,"GasA",4,2,"SBrkr",794,676,0,1470,0,1,2,0,3,1,3,6,8,0,1,"Attchd",1997,4,2,388,4,4,3,0,75,0,0,0,0,1,1,"None",0,7,2,"WD","Normal",177000,2264
52,NA,"RM",52,6240,1,1,4,"Lvl","AllPub","Inside",3,"BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,1934,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"PConc",4,4,2,2,0,2,0,816,816,"GasA",3,2,"SBrkr",816,0,360,1176,0,0,1,0,3,1,3,6,8,1,5,"Detchd",1985,2,2,528,4,4,3,112,0,0,0,0,0,1,4,"Shed",400,9,1,"WD","Normal",114500,1632
53,NA,"RM",110,8472,2,1,2,"Bnk","AllPub","Corner",2,"IDOTRR","RRNn","Norm","Duplex","1Story",5,5,1963,1963,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"CBlock",5,4,5,3,104,7,712,0,816,"GasA",3,1,"SBrkr",816,0,0,816,1,0,1,0,2,1,3,5,8,0,1,"CarPort",1963,2,2,516,4,4,3,106,0,0,0,0,0,1,1,"None",0,5,5,"WD","Normal",110000,1632
54,NA,"RL",68,50271,1,1,3,"Low","AllPub","Inside",3,"Veenker","Norm","Norm","1Fam","1Story",9,5,1981,1987,"Gable","WdShngl","WdShing","Wd Shng","None",0,4,3,"CBlock",6,4,5,7,1810,2,0,32,1842,"GasA",4,2,"SBrkr",1842,0,0,1842,2,0,0,1,0,1,4,5,8,1,5,"Attchd",1981,4,3,894,4,4,3,857,72,0,0,0,0,1,1,"None",0,11,1,"WD","Normal",385000,3684
